iso3c,issue,2018,2019,2020,2021,2022
GAB,revenue_threshold,compliance,compliance,compliance,law_not_in_place,law_not_in_place
GAB,enforcement_measures,non_compliance,compliance,compliance,law_not_in_place,law_not_in_place
GAB,exemption,compliance,compliance,compliance,law_not_in_place,law_not_in_place
GAB,timing,compliance,compliance,compliance,law_not_in_place,law_not_in_place
GBR,imposition_required,compliance,compliance,compliance,compliance,compliance
GBR,secondary_missing,compliance,compliance,compliance,compliance,compliance
GBR,local_filing,compliance,compliance,compliance,compliance,compliance
GBR,definition,compliance,compliance,compliance,compliance,compliance
GBR,revenue_threshold,non_compliance,compliance,compliance,compliance,compliance
GBR,enforcement_measures,compliance,compliance,compliance,compliance,compliance
GBR,exemption,compliance,compliance,compliance,compliance,compliance
GBR,timing,compliance,compliance,compliance,compliance,compliance
GEO,imposition_required,non_compliance,non_compliance,non_compliance,compliance,compliance
GEO,secondary_missing,law_not_in_place,law_not_in_place,law_not_in_place,not_assessed,compliance
GEO,local_filing,law_not_in_place,law_not_in_place,law_not_in_place,not_assessed,compliance
GEO,definition,law_not_in_place,law_not_in_place,law_not_in_place,not_assessed,non_compliance
GEO,revenue_threshold,law_not_in_place,law_not_in_place,law_not_in_place,not_assessed,compliance
GEO,enforcement_measures,law_not_in_place,law_not_in_place,law_not_in_place,not_assessed,compliance
GEO,exemption,law_not_in_place,law_not_in_place,law_not_in_place,not_assessed,compliance
GEO,timing,law_not_in_place,law_not_in_place,law_not_in_place,not_assessed,non_compliance
GGY,imposition_required,compliance,compliance,compliance,compliance,compliance
GGY,secondary_missing,compliance,compliance,compliance,compliance,compliance
GGY,local_filing,compliance,compliance,compliance,compliance,compliance
GGY,definition,compliance,compliance,compliance,compliance,compliance
GGY,revenue_threshold,compliance,compliance,compliance,compliance,compliance
GGY,enforcement_measures,compliance,compliance,compliance,compliance,compliance
GGY,exemption,compliance,compliance,compliance,compliance,compliance
GGY,timing,compliance,compliance,compliance,compliance,compliance
GIB,imposition_required,not_assessed,not_assessed,compliance,compliance,compliance
GIB,secondary_missing,not_assessed,not_assessed,compliance,compliance,compliance
GIB,local_filing,not_assessed,not_assessed,compliance,compliance,compliance
GIB,definition,not_assessed,not_assessed,compliance,compliance,compliance
GIB,revenue_threshold,not_assessed,not_assessed,compliance,compliance,compliance
GIB,enforcement_measures,not_assessed,not_assessed,compliance,compliance,compliance
GIB,exemption,not_assessed,not_assessed,compliance,compliance,compliance
GIB,timing,not_assessed,not_assessed,compliance,compliance,compliance
GRC,imposition_required,compliance,compliance,compliance,compliance,compliance
GRC,secondary_missing,compliance,compliance,compliance,compliance,compliance
GRC,local_filing,compliance,compliance,compliance,compliance,compliance
GRC,definition,compliance,compliance,compliance,compliance,compliance
GRC,revenue_threshold,compliance,compliance,compliance,compliance,compliance
GRC,enforcement_measures,compliance,compliance,compliance,compliance,compliance
GRC,exemption,compliance,compliance,compliance,compliance,compliance
GRC,timing,compliance,compliance,compliance,compliance,compliance
GRD,imposition_required,not_assessed,not_assessed,non_compliance,non_compliance,non_compliance
GRD,secondary_missing,not_assessed,not_assessed,law_not_in_place,law_not_in_place,law_not_in_place
GRD,local_filing,not_assessed,not_assessed,law_not_in_place,law_not_in_place,law_not_in_place
GRD,definition,not_assessed,not_assessed,law_not_in_place,law_not_in_place,law_not_in_place
GRD,revenue_threshold,not_assessed,not_assessed,law_not_in_place,law_not_in_place,law_not_in_place
GRD,enforcement_measures,not_assessed,not_assessed,law_not_in_place,law_not_in_place,law_not_in_place
GRD,exemption,not_assessed,not_assessed,law_not_in_place,law_not_in_place,law_not_in_place
GRD,timing,not_assessed,not_assessed,law_not_in_place,law_not_in_place,law_not_in_place
GRL,imposition_required,not_assessed,not_assessed,compliance,compliance,compliance
GRL,secondary_missing,not_assessed,not_assessed,compliance,compliance,compliance
GRL,local_filing,not_assessed,not_assessed,compliance,compliance,compliance
GRL,definition,not_assessed,not_assessed,compliance,compliance,compliance
GRL,revenue_threshold,not_assessed,not_assessed,non_compliance,non_compliance,non_compliance
GRL,enforcement_measures,not_assessed,not_assessed,compliance,compliance,compliance
GRL,exemption,not_assessed,not_assessed,compliance,compliance,compliance
GRL,timing,not_assessed,not_assessed,compliance,compliance,compliance
HKG,imposition_required,non_compliance,compliance,compliance,compliance,compliance
HKG,secondary_missing,law_not_in_place,compliance,compliance,compliance,compliance
HKG,local_filing,law_not_in_place,compliance,compliance,compliance,compliance
HKG,definition,law_not_in_place,compliance,compliance,compliance,compliance
HKG,revenue_threshold,law_not_in_place,compliance,compliance,compliance,compliance
HKG,enforcement_measures,law_not_in_place,compliance,compliance,compliance,compliance
HKG,exemption,law_not_in_place,compliance,compliance,compliance,compliance
HKG,timing,law_not_in_place,compliance,compliance,compliance,compliance
HND,imposition_required,not_assessed,not_assessed,not_assessed,non_compliance,non_compliance
HND,secondary_missing,not_assessed,not_assessed,not_assessed,law_not_in_place,law_not_in_place
HND,local_filing,not_assessed,not_assessed,not_assessed,law_not_in_place,law_not_in_place
HND,definition,not_assessed,not_assessed,not_assessed,law_not_in_place,law_not_in_place
HND,revenue_threshold,not_assessed,not_assessed,not_assessed,law_not_in_place,law_not_in_place
HND,enforcement_measures,not_assessed,not_assessed,not_assessed,law_not_in_place,law_not_in_place
HND,exemption,not_assessed,not_assessed,not_assessed,law_not_in_place,law_not_in_place
HND,timing,not_assessed,not_assessed,not_assessed,law_not_in_place,law_not_in_place
HRV,imposition_required,compliance,compliance,compliance,compliance,compliance
HRV,secondary_missing,compliance,compliance,compliance,compliance,compliance
HRV,local_filing,compliance,compliance,compliance,compliance,compliance
HRV,definition,compliance,compliance,compliance,compliance,compliance
HRV,revenue_threshold,compliance,compliance,compliance,compliance,compliance
HRV,enforcement_measures,compliance,compliance,compliance,compliance,compliance
HRV,exemption,compliance,compliance,compliance,compliance,compliance
HRV,timing,compliance,compliance,compliance,compliance,compliance
HTI,imposition_required,non_compliance,non_compliance,non_compliance,non_compliance,non_compliance
HTI,secondary_missing,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place
HTI,local_filing,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place
HTI,definition,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place
HTI,revenue_threshold,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place
HTI,enforcement_measures,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place
HTI,exemption,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place
HTI,timing,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place
HUN,imposition_required,compliance,compliance,compliance,compliance,compliance
HUN,secondary_missing,compliance,compliance,compliance,compliance,compliance
HUN,local_filing,compliance,compliance,compliance,compliance,compliance
HUN,definition,compliance,compliance,compliance,compliance,compliance
HUN,revenue_threshold,non_compliance,compliance,compliance,compliance,compliance
HUN,enforcement_measures,compliance,compliance,compliance,compliance,compliance
HUN,exemption,compliance,compliance,compliance,compliance,compliance
HUN,timing,compliance,compliance,compliance,compliance,compliance
IDN,imposition_required,compliance,compliance,compliance,compliance,compliance
IDN,secondary_missing,compliance,compliance,compliance,compliance,compliance
IDN,local_filing,compliance,compliance,compliance,compliance,compliance
IDN,definition,compliance,compliance,compliance,compliance,compliance
IDN,revenue_threshold,compliance,compliance,compliance,compliance,compliance
IDN,enforcement_measures,compliance,compliance,compliance,compliance,compliance
IDN,exemption,compliance,compliance,compliance,compliance,compliance
IDN,timing,compliance,compliance,compliance,compliance,compliance
IMN,imposition_required,compliance,compliance,compliance,compliance,compliance
IMN,secondary_missing,compliance,compliance,compliance,compliance,compliance
IMN,local_filing,compliance,compliance,compliance,compliance,compliance
IMN,definition,compliance,compliance,compliance,compliance,compliance
IMN,revenue_threshold,compliance,compliance,compliance,compliance,compliance
IMN,enforcement_measures,compliance,compliance,compliance,compliance,compliance
IMN,exemption,compliance,compliance,compliance,compliance,compliance
IMN,timing,compliance,compliance,compliance,compliance,compliance
IND,imposition_required,compliance,compliance,compliance,compliance,compliance
IND,secondary_missing,compliance,compliance,compliance,compliance,compliance
IND,local_filing,compliance,compliance,compliance,non_compliance,non_compliance
IND,definition,compliance,compliance,compliance,compliance,compliance
IND,revenue_threshold,non_compliance,compliance,non_compliance,non_compliance,non_compliance
IND,enforcement_measures,compliance,compliance,compliance,compliance,compliance
IND,exemption,compliance,compliance,compliance,compliance,compliance
IND,timing,compliance,compliance,compliance,compliance,compliance
IRL,imposition_required,compliance,compliance,compliance,compliance,compliance
IRL,secondary_missing,compliance,compliance,compliance,compliance,compliance
IRL,local_filing,compliance,compliance,compliance,compliance,compliance
IRL,definition,compliance,compliance,compliance,compliance,compliance
IRL,revenue_threshold,compliance,compliance,compliance,compliance,compliance
IRL,enforcement_measures,compliance,compliance,compliance,compliance,compliance
IRL,exemption,compliance,compliance,compliance,compliance,compliance
IRL,timing,compliance,compliance,compliance,compliance,compliance
ISL,imposition_required,compliance,compliance,compliance,compliance,compliance
ISL,secondary_missing,compliance,compliance,compliance,compliance,compliance
ISL,local_filing,compliance,compliance,compliance,compliance,compliance
ISL,definition,non_compliance,non_compliance,non_compliance,compliance,compliance
ISL,revenue_threshold,compliance,compliance,compliance,compliance,compliance
ISL,enforcement_measures,compliance,compliance,compliance,compliance,compliance
ISL,exemption,compliance,compliance,compliance,compliance,compliance
ISL,timing,compliance,compliance,compliance,compliance,compliance
ISR,imposition_required,non_compliance,non_compliance,non_compliance,non_compliance,compliance
ISR,secondary_missing,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place,not_assessed
ISR,local_filing,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place,not_assessed
ISR,definition,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place,not_assessed
ISR,revenue_threshold,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place,not_assessed
ISR,enforcement_measures,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place,not_assessed
ISR,exemption,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place,not_assessed
ISR,timing,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place,not_assessed
ITA,imposition_required,compliance,compliance,compliance,compliance,compliance
ITA,secondary_missing,compliance,compliance,compliance,compliance,compliance
ITA,local_filing,compliance,compliance,compliance,compliance,compliance
ITA,definition,compliance,compliance,compliance,compliance,compliance
ITA,revenue_threshold,compliance,compliance,compliance,compliance,compliance
ITA,enforcement_measures,compliance,compliance,compliance,compliance,compliance
ITA,exemption,compliance,compliance,compliance,compliance,compliance
ITA,timing,compliance,compliance,compliance,compliance,compliance
JAM,imposition_required,non_compliance,non_compliance,non_compliance,non_compliance,non_compliance
JAM,secondary_missing,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place
JAM,local_filing,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place
JAM,definition,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place
JAM,revenue_threshold,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place
JAM,enforcement_measures,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place
JAM,exemption,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place
JAM,timing,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place
JEY,imposition_required,compliance,compliance,compliance,compliance,compliance
JEY,secondary_missing,compliance,compliance,compliance,compliance,compliance
JEY,local_filing,compliance,compliance,compliance,compliance,compliance
JEY,definition,compliance,compliance,compliance,compliance,compliance
JEY,revenue_threshold,compliance,compliance,compliance,compliance,compliance
JEY,enforcement_measures,compliance,compliance,compliance,compliance,compliance
JEY,exemption,compliance,compliance,compliance,compliance,compliance
JEY,timing,compliance,compliance,compliance,compliance,compliance
JOR,imposition_required,not_assessed,not_assessed,non_compliance,non_compliance,compliance
JOR,secondary_missing,not_assessed,not_assessed,law_not_in_place,law_not_in_place,compliance
JOR,local_filing,not_assessed,not_assessed,law_not_in_place,law_not_in_place,non_compliance
JOR,definition,not_assessed,not_assessed,law_not_in_place,law_not_in_place,non_compliance
JOR,revenue_threshold,not_assessed,not_assessed,law_not_in_place,law_not_in_place,non_compliance
JOR,enforcement_measures,not_assessed,not_assessed,law_not_in_place,law_not_in_place,compliance
JOR,exemption,not_assessed,not_assessed,law_not_in_place,law_not_in_place,compliance
JOR,timing,not_assessed,not_assessed,law_not_in_place,law_not_in_place,non_compliance
JPN,imposition_required,compliance,compliance,compliance,compliance,compliance
JPN,secondary_missing,compliance,compliance,compliance,compliance,compliance
JPN,local_filing,compliance,compliance,compliance,compliance,compliance
JPN,definition,compliance,compliance,compliance,compliance,compliance
JPN,revenue_threshold,compliance,compliance,compliance,compliance,compliance
JPN,enforcement_measures,compliance,compliance,compliance,compliance,compliance
JPN,exemption,compliance,compliance,compliance,compliance,compliance
JPN,timing,compliance,compliance,compliance,compliance,compliance
KAZ,imposition_required,compliance,compliance,compliance,compliance,compliance
KAZ,secondary_missing,compliance,compliance,compliance,compliance,compliance
KAZ,local_filing,compliance,compliance,compliance,compliance,compliance
KAZ,definition,compliance,compliance,compliance,compliance,compliance
KAZ,revenue_threshold,compliance,compliance,compliance,compliance,compliance
KAZ,enforcement_measures,compliance,compliance,compliance,compliance,compliance
KAZ,exemption,compliance,non_compliance,non_compliance,compliance,compliance
KAZ,timing,compliance,compliance,compliance,compliance,compliance
KEN,imposition_required,non_compliance,non_compliance,non_compliance,non_compliance,non_compliance
KEN,secondary_missing,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place
KEN,local_filing,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place
KEN,definition,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place
KEN,revenue_threshold,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place
KEN,enforcement_measures,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place
KEN,exemption,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place
KEN,timing,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place
KOR,imposition_required,compliance,compliance,compliance,compliance,compliance
KOR,secondary_missing,compliance,compliance,compliance,compliance,compliance
KOR,local_filing,compliance,compliance,compliance,compliance,compliance
KOR,definition,compliance,compliance,compliance,compliance,compliance
KOR,revenue_threshold,compliance,compliance,compliance,compliance,compliance
KOR,enforcement_measures,compliance,compliance,compliance,compliance,compliance
KOR,exemption,compliance,compliance,compliance,compliance,compliance
KOR,timing,compliance,compliance,compliance,compliance,compliance
LBR,imposition_required,non_compliance,non_compliance,non_compliance,non_compliance,non_compliance
LBR,secondary_missing,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place
LBR,local_filing,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place
LBR,definition,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place
LBR,revenue_threshold,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place
LBR,enforcement_measures,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place
LBR,exemption,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place
LBR,timing,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place
LCA,imposition_required,not_assessed,non_compliance,non_compliance,non_compliance,non_compliance
LCA,secondary_missing,not_assessed,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place
LCA,local_filing,not_assessed,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place
LCA,definition,not_assessed,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place
LCA,revenue_threshold,not_assessed,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place
LCA,enforcement_measures,not_assessed,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place
LCA,exemption,not_assessed,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place
LCA,timing,not_assessed,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place
LIE,imposition_required,compliance,compliance,compliance,compliance,compliance
LIE,secondary_missing,compliance,compliance,compliance,compliance,compliance
LIE,local_filing,compliance,compliance,compliance,compliance,compliance
LIE,definition,compliance,compliance,compliance,compliance,compliance
LIE,revenue_threshold,compliance,compliance,compliance,compliance,compliance
LIE,enforcement_measures,compliance,compliance,compliance,compliance,compliance
LIE,exemption,compliance,compliance,compliance,compliance,compliance
LIE,timing,compliance,compliance,compliance,compliance,compliance
LKA,imposition_required,non_compliance,compliance,compliance,compliance,compliance
LKA,secondary_missing,law_not_in_place,compliance,compliance,compliance,compliance
LKA,local_filing,law_not_in_place,compliance,compliance,non_compliance,non_compliance
LKA,definition,law_not_in_place,compliance,compliance,compliance,compliance
LKA,revenue_threshold,law_not_in_place,non_compliance,non_compliance,non_compliance,non_compliance
LKA,enforcement_measures,law_not_in_place,compliance,compliance,compliance,compliance
LKA,exemption,law_not_in_place,compliance,compliance,compliance,compliance
LKA,timing,law_not_in_place,compliance,compliance,compliance,compliance
LTU,imposition_required,compliance,compliance,compliance,compliance,compliance
LTU,secondary_missing,compliance,compliance,compliance,compliance,compliance
LTU,local_filing,compliance,compliance,compliance,compliance,compliance
LTU,definition,compliance,compliance,compliance,compliance,compliance
LTU,revenue_threshold,compliance,compliance,compliance,compliance,compliance
LTU,enforcement_measures,compliance,compliance,compliance,compliance,compliance
LTU,exemption,compliance,compliance,compliance,compliance,compliance
LTU,timing,compliance,compliance,compliance,compliance,compliance
LUX,imposition_required,compliance,compliance,compliance,compliance,compliance
LUX,secondary_missing,compliance,compliance,compliance,compliance,compliance
LUX,local_filing,compliance,compliance,compliance,compliance,compliance
LUX,definition,compliance,compliance,compliance,compliance,compliance
LUX,revenue_threshold,compliance,compliance,compliance,compliance,compliance
LUX,enforcement_measures,compliance,compliance,compliance,compliance,compliance
LUX,exemption,compliance,compliance,compliance,compliance,compliance
LUX,timing,compliance,compliance,compliance,compliance,compliance
LVA,imposition_required,compliance,compliance,compliance,compliance,compliance
LVA,secondary_missing,compliance,compliance,compliance,compliance,compliance
LVA,local_filing,compliance,compliance,compliance,compliance,compliance
LVA,definition,compliance,compliance,compliance,compliance,compliance
LVA,revenue_threshold,non_compliance,non_compliance,non_compliance,non_compliance,compliance
LVA,enforcement_measures,compliance,compliance,compliance,compliance,compliance
LVA,exemption,compliance,compliance,compliance,compliance,compliance
LVA,timing,compliance,compliance,compliance,compliance,compliance
MAC,imposition_required,non_compliance,non_compliance,compliance,compliance,compliance
MAC,secondary_missing,law_not_in_place,law_not_in_place,compliance,compliance,compliance
MAC,local_filing,law_not_in_place,law_not_in_place,compliance,compliance,compliance
MAC,definition,law_not_in_place,law_not_in_place,compliance,compliance,compliance
MAC,revenue_threshold,law_not_in_place,law_not_in_place,compliance,compliance,compliance
MAC,enforcement_measures,law_not_in_place,law_not_in_place,compliance,compliance,compliance
MAC,exemption,law_not_in_place,law_not_in_place,compliance,compliance,compliance
MAC,timing,law_not_in_place,law_not_in_place,compliance,compliance,compliance
MAR,imposition_required,not_assessed,not_assessed,compliance,compliance,compliance
MAR,secondary_missing,not_assessed,not_assessed,not_assessed,compliance,compliance
MAR,local_filing,not_assessed,not_assessed,not_assessed,non_compliance,non_compliance
MAR,definition,not_assessed,not_assessed,not_assessed,compliance,compliance
MAR,revenue_threshold,not_assessed,not_assessed,not_assessed,non_compliance,non_compliance
MAR,enforcement_measures,not_assessed,not_assessed,not_assessed,compliance,compliance
MAR,exemption,not_assessed,not_assessed,not_assessed,compliance,compliance
MAR,timing,not_assessed,not_assessed,not_assessed,compliance,compliance
MCO,imposition_required,compliance,compliance,compliance,compliance,compliance
MCO,secondary_missing,compliance,compliance,compliance,compliance,compliance
MCO,local_filing,compliance,compliance,compliance,compliance,compliance
MCO,definition,compliance,compliance,compliance,compliance,compliance
MCO,revenue_threshold,compliance,compliance,compliance,compliance,compliance
MCO,enforcement_measures,compliance,compliance,compliance,compliance,compliance
MCO,exemption,compliance,compliance,compliance,compliance,compliance
MCO,timing,compliance,compliance,compliance,compliance,compliance
MDV,imposition_required,non_compliance,non_compliance,non_compliance,compliance,compliance
MDV,secondary_missing,law_not_in_place,law_not_in_place,law_not_in_place,compliance,compliance
MDV,local_filing,law_not_in_place,law_not_in_place,law_not_in_place,non_compliance,compliance
MDV,definition,law_not_in_place,law_not_in_place,law_not_in_place,compliance,compliance
MDV,revenue_threshold,law_not_in_place,law_not_in_place,law_not_in_place,non_compliance,compliance
MDV,enforcement_measures,law_not_in_place,law_not_in_place,law_not_in_place,compliance,compliance
MDV,exemption,law_not_in_place,law_not_in_place,law_not_in_place,compliance,compliance
MDV,timing,law_not_in_place,law_not_in_place,law_not_in_place,compliance,compliance
MEX,imposition_required,compliance,compliance,compliance,compliance,compliance
MEX,secondary_missing,compliance,compliance,compliance,compliance,compliance
MEX,local_filing,compliance,compliance,compliance,compliance,compliance
MEX,definition,compliance,compliance,compliance,compliance,compliance
MEX,revenue_threshold,compliance,compliance,compliance,compliance,compliance
MEX,enforcement_measures,compliance,compliance,compliance,compliance,compliance
MEX,exemption,compliance,compliance,compliance,compliance,compliance
MEX,timing,compliance,compliance,compliance,compliance,compliance
MKD,imposition_required,not_assessed,non_compliance,non_compliance,non_compliance,non_compliance
MKD,secondary_missing,not_assessed,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place
MKD,local_filing,not_assessed,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place
MKD,definition,not_assessed,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place
MKD,revenue_threshold,not_assessed,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place
MKD,enforcement_measures,not_assessed,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place
MKD,exemption,not_assessed,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place
MKD,timing,not_assessed,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place
MLT,imposition_required,compliance,compliance,compliance,compliance,compliance
MLT,secondary_missing,compliance,compliance,compliance,compliance,compliance
MLT,local_filing,compliance,compliance,compliance,compliance,compliance
MLT,definition,compliance,compliance,compliance,compliance,compliance
MLT,revenue_threshold,compliance,compliance,compliance,compliance,compliance
MLT,enforcement_measures,compliance,compliance,compliance,compliance,compliance
MLT,exemption,compliance,compliance,compliance,compliance,compliance
MLT,timing,compliance,compliance,compliance,compliance,compliance
MNE,imposition_required,not_assessed,not_assessed,not_assessed,not_assessed,compliance
MNE,secondary_missing,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed
MNE,local_filing,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed
MNE,definition,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed
MNE,revenue_threshold,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed
MNE,enforcement_measures,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed
MNE,exemption,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed
MNE,timing,not_assessed,not_assessed,not_assessed,not_assessed,not_assessed
MNG,imposition_required,not_assessed,non_compliance,non_compliance,compliance,compliance
MNG,secondary_missing,not_assessed,law_not_in_place,law_not_in_place,compliance,compliance
MNG,local_filing,not_assessed,law_not_in_place,law_not_in_place,non_compliance,non_compliance
MNG,definition,not_assessed,law_not_in_place,law_not_in_place,compliance,compliance
MNG,revenue_threshold,not_assessed,law_not_in_place,law_not_in_place,non_compliance,non_compliance
MNG,enforcement_measures,not_assessed,law_not_in_place,law_not_in_place,compliance,compliance
MNG,exemption,not_assessed,law_not_in_place,law_not_in_place,compliance,compliance
MNG,timing,not_assessed,law_not_in_place,law_not_in_place,compliance,compliance
MSR,imposition_required,not_assessed,non_compliance,non_compliance,non_compliance,non_compliance
MSR,secondary_missing,not_assessed,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place
MSR,local_filing,not_assessed,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place
MSR,definition,not_assessed,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place
MSR,revenue_threshold,not_assessed,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place
MSR,enforcement_measures,not_assessed,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place
MSR,exemption,not_assessed,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place
MSR,timing,not_assessed,law_not_in_place,law_not_in_place,law_not_in_place,law_not_in_place
MUS,imposition_required,non_compliance,compliance,compliance,compliance,compliance
MUS,secondary_missing,law_not_in_place,compliance,compliance,compliance,compliance
MUS,local_filing,law_not_in_place,compliance,compliance,compliance,compliance
MUS,definition,law_not_in_place,compliance,compliance,compliance,compliance
MUS,revenue_threshold,law_not_in_place,compliance,compliance,compliance,compliance
MUS,enforcement_measures,law_not_in_place,compliance,compliance,compliance,compliance
MUS,exemption,law_not_in_place,compliance,compliance,compliance,compliance
MUS,timing,law_not_in_place,compliance,compliance,compliance,compliance
MYS,imposition_required,compliance,compliance,compliance,compliance,compliance
MYS,secondary_missing,compliance,compliance,compliance,compliance,compliance
MYS,local_filing,compliance,compliance,compliance,compliance,compliance
MYS,definition,compliance,compliance,compliance,compliance,compliance
MYS,revenue_threshold,compliance,compliance,compliance,compliance,compliance
MYS,enforcement_measures,compliance,compliance,compliance,compliance,compliance
MYS,exemption,compliance,compliance,compliance,compliance,compliance
MYS,timing,compliance,compliance,compliance,compliance,compliance
NAM,imposition_required,not_assessed,not_assessed,non_compliance,non_compliance,non_compliance
NAM,secondary_missing,not_assessed,not_assessed,law_not_in_place,law_not_in_place,law_not_in_place
NAM,local_filing,not_assessed,not_assessed,law_not_in_place,law_not_in_place,law_not_in_place
NAM,definition,not_assessed,not_assessed,law_not_in_place,law_not_in_place,law_not_in_place
NAM,revenue_threshold,not_assessed,not_assessed,law_not_in_place,law_not_in_place,law_not_in_place
NAM,enforcement_measures,not_assessed,not_assessed,law_not_in_place,law_not_in_place,law_not_in_place
NAM,exemption,not_assessed,not_assessed,law_not_in_place,law_not_in_place,law_not_in_place
NAM,timing,not_assessed,not_assessed,law_not_in_place,law_not_in_place,law_not_in_place
NGA,imposition_required,compliance,compliance,compliance,compliance,compliance
NGA,secondary_missing,compliance,compliance,compliance,compliance,compliance
NGA,local_filing,compliance,non_compliance,non_compliance,compliance,compliance
NGA,definition,compliance,compliance,compliance,compliance,compliance
NGA,revenue_threshold,compliance,compliance,compliance,compliance,compliance
NGA,enforcement_measures,compliance,compliance,compliance,compliance,compliance
NGA,exemption,compliance,compliance,compliance,compliance,compliance
NGA,timing,compliance,compliance,compliance,compliance,compliance
NLD,imposition_required,compliance,compliance,compliance,compliance,compliance
NLD,secondary_missing,compliance,compliance,compliance,compliance,compliance
NLD,local_filing,compliance,compliance,compliance,compliance,compliance
NLD,definition,compliance,compliance,compliance,compliance,compliance
NLD,revenue_threshold,compliance,compliance,compliance,compliance,compliance
NLD,enforcement_measures,compliance,compliance,compliance,compliance,compliance
NLD,exemption,compliance,compliance,compliance,compliance,compliance
NLD,timing,compliance,compliance,compliance,compliance,compliance
NOR,imposition_required,compliance,compliance,compliance,compliance,compliance
NOR,secondary_missing,compliance,compliance,compliance,compliance,compliance
NOR,local_filing,non_compliance,compliance,compliance,compliance,compliance
NOR,definition,compliance,compliance,compliance,compliance,compliance
NOR,revenue_threshold,compliance,compliance,compliance,compliance,compliance
NOR,enforcement_measures,compliance,compliance,compliance,compliance,compliance
NOR,exemption,compliance,compliance,compliance,compliance,compliance
