iso3c,stage,Part_new,improvement,Recommendation,year,description
FIN,stage-1,[B.9],-,"Finland should ensure that future update of information on MAP is  made publically available and easily accessible. Its MAP profile,  published on the shared public platform, should be updated if  needed.",2018,publish_MAP_profile
FIN,stage-1,[B.10],-,-,2018,access_audit_settlement_in_guidelines
FIN,stage-1,[C.1],"One out of 77 tax treaties does not contain a provision that is  equivalent to Article 25(2), first sentence, of the OECD Model  Tax Convention (OECD, 2015a).","Finland should as quickly as possible ratify the Multilateral  Instrument to incorporate the equivalent to Article 25(2), first  sentence, of the OECD Model Tax Convention (OECD, 2015a) in  the one treaty that currently does not contain such equivalent and  that will be modified by the Multilateral Instrument upon its entry  into force. In addition, Finland should maintain its stated intention to include  the required provision in all future treaties.",2018,treaty_provision_resolution
FIN,stage-1,[C.2],"Finland submitted timely comprehensive MAP statistics on the basis of the MAP Statistics Reporting Framework and based on the  information provided by Finland’s MAP partners, its post-2015 MAP statistics actually match those of its treaty partners. Finland’s MAP statistics point out that during the Statistics Reporting Period 7.00% (two out of 30 cases) of its post-2015 cases  in 2.19 months on average. In that regard, Finland is recommended to seek to resolve the remaining 93.00% of the post- 2015 cases pending on 31 December 2016 (28 cases) within a timeframe that results in an average timeframe of 24 months for all  post-2015 cases.",NA,2018,resolution_24_months
FIN,stage-1,[C.3],"As Finland closed MAP cases in 32.27 months on average,  there may be a risk that post-2015 cases are not closed within  the average of 24 months, which is the pursued average for  resolving MAP cases received on or after 1 January 2016 and  which might indicate that Finland’s competent authority is not  adequately resourced.","Finland should closely monitor whether the additional resources  envisaged to be provided in the near future to its competent  authority will contribute to the resolution of MAP cases in a timely,  effective and efficient manner. In particular, as also suggested by peers, Finland could use these  additional resources to accelerate the issuing of position papers.",2018,resources_MAP_function
FIN,stage-1,[C.4],-,"As it has done thus far, Finland should continue to ensure that  its competent authority has the authority, and uses that authority  in practice, to resolve MAP cases without being dependent on  approval or direction from the tax administration personnel directly  involved in the adjustments at issue, or being influenced by  considerations of the policy that Finland would like to see reflected  in future amendments to the treaty.",2018,independence_MAP_function
FIN,stage-1,[C.5],-,"As it has done thus far, Finland should continue to use appropriate  performance indicators.",2018,performance_indicators
FIN,stage-1,[C.6],-,-,2018,arbitration_position
FIN,stage-1,[D.1],-,"As it has done thus far, Finland should continue to implement all  MAP agreements if the conditions for such implementation are  fulfilled.",2018,implementing_agreements
FIN,stage-1,[D.2],-,"As it has done thus far, Finland should continue to implement  all MAP agreements on a timely basis if the conditions for such  implementation are fulfilled.",2018,timely_implementation
FIN,stage-1,[D.3],"13 out of 77 tax treaties contain neither a provision that is  equivalent to Article 25(2), second sentence of the OECD  Model Tax Convention (OECD, 2015), nor both alternatives  provisions in Article 9(1) and Article 7(2). Of those 13 tax  treaties: •  11 contain neither a provision that is equivalent to  Article 25(2), second sentence, of the OECD Model Tax  Convention (OECD, 2015) nor include any of the alternative  provisions in Article 9(1) and Article 7(2); and •  two out of 77 tax treaties do not contain a provision that is  equivalent to Article 25(2), second sentence, of the OECD  Model Tax Convention (OECD, 2015) and only contain the  alternative provision provided in Article 9(1).","Finland should as quickly as possible ratify the Multilateral  Instrument to incorporate the equivalent to Article 25(2), second  sentence, of the OECD Model Tax Convention (OECD, 2015) in  those seven treaties that currently do not contain such equivalent  and that will be modified by the Multilateral Instrument upon its  entry into force. For the remaining six treaties that will not be modified by the  Multilateral Instrument to include the equivalent of Article 25(2),  second sentence, of the OECD Model Tax Convention (OECD,  2015) following its entry into force to include such equivalent,  Finland should request the inclusion of the required provision via  bilateral negotiations or be willing to accept the inclusion of both  alternative provisions. In addition, Finland should maintain its stated intention to include  the required provision, or be willing to accept the inclusion of both  alternatives provisions, in all future treaties.",2018,implementation_notwithstanding_time_limits
FIN,stage-2,[A.1],"Four out of 78 tax treaties do not contain a provision that  is equivalent to Article 25(3), first sentence, of the OECD  Model Tax Convention. Of these four treaties: •  Two have been modified by the Multilateral Instrument  to include the equivalent of Article 25(3), first  sentence, of the OECD Model Tax Convention. •  Two will not be modified by the Multilateral Instrument  to include the required provision. With respect to  these treaties no actions have been taken nor are  planned to be taken, but are included in the plan for  renegotiations.","For one of the two remaining treaties that has not been  or will not be modified by the Multilateral Instrument to  include the equivalent of Article 25(3), first sentence,  of the OECD Model Tax Convention, Finland should  request via bilateral negotiations the inclusion of the  required provision in accordance with its plan for  renegotiations. Specifically with respect to the treaty with the former  Netherlands Antilles that Finland continues to apply to  Curacao, St. Maarten and the Caribbean part of the  Netherlands (Bonaire, Saba and St. Eustatius, Finland  should ensure that, once it enters into negotiations with  the jurisdictions for which it applies that treaty, it includes  the required provision.",2020,treaty_interpretation_clause
FIN,stage-2,[A.2],-,-,2020,apa_roll_back
FIN,stage-2,[B.1],"Three out of 78 tax treaties do not contain a provision  that is equivalent to Article 25(1), second sentence, of  the OECD Model Tax Convention, as the timeline to file  a MAP request is in these treaties shorter than three  years, from the first notification of the action resulting in  taxation not in accordance with the provision of the tax  treaty. Of these three treaties: •  Two are expected to be modified by the Multilateral  Instrument to include Article 25(1), second sentence,  of the OECD Model Tax Convention. •  One will not be modified by that instrument to include  the Article 25(1), second sentence, of the OECD  Model Tax Convention. For this treaty no actions  have been taken, but is included in the plan for  renegotiations. One out of 78 tax treaties does not contain a provision  that is equivalent to Article 25(1), first sentence, of the  OECD Model Tax Convention as it read prior to the  adoption of the Action 14 final report, or as amended  by that final report, and also the timeline to submit a  MAP request is less than three years as from the first  notification of the action resulting in taxation not in  accordance with the provision of the tax treaty. This treaty is expected to be modified by the Multilateral  Instrument to include the equivalent of Article 25(1),  second sentence, but not as regards the first sentence of  that article. For the first sentence, no actions have been  taken, but for this treaty negotiations are envisaged,,  scheduled or pending.","For the treaty that will not be modified by the Multilateral  Instrument to include the equivalent of Article 25(1),  second sentence, of the OECD Model Tax Convention,  Finland should request via bilateral negotiations  the inclusion of the required provision this treaty in  accordance with its plan for renegotiations. For the treaty that will not be modified by the Multilateral  Instrument to include the equivalent of Article 25(1),  first sentence, of the OECD Model Tax Convention,  as amended by the Action 14 final report, Finland  should continue negotiations to include the required  provision. This concerns a provision that is equivalent  to Article 25(1), first sentence of the OECD Model Tax  Convention either: a. as amended in the Action 14 final report; or b. as it read prior to the adoption of the Action 14 final  report, thereby including the full sentence of such  provision.",2020,domestic_remedies_three_years
FIN,stage-2,[B.2],-,-,2020,request_either_ca
FIN,stage-2,[B.3],-,-,2020,access_tp
FIN,stage-2,[B.4],-,-,2020,access_anti_abuse
FIN,stage-2,[B.5],-,-,2020,access_audit_settlement
FIN,stage-2,[B.6],-,-,2020,access_information
FIN,stage-2,[B.7],-,-,2020,double_taxation_other_than_treaty
FIN,stage-2,[B.8],-,-,2020,guidelines_on_access
FIN,stage-2,[B.9],-,-,2020,publish_MAP_profile
FIN,stage-2,[B.10],-,-,2020,access_audit_settlement_in_guidelines
FIN,stage-2,[C.1],-,-,2020,treaty_provision_resolution
FIN,stage-2,[C.2],-,-,2020,resolution_24_months
FIN,stage-2,[C.3],"MAP cases were closed in 29.95 months on average,  which is above the 24-month average (which is the  pursued average for resolving MAP cases received  on or after 1 January 2016). This particularly regards  attribution/allocation cases, as the average is  32.39 months, as for other cases the average is slightly  below the pursued 24-month average. While the median  time to close MAP cases is for attribution/allocation  cases still above 24 months, Finland has provided a  detailed and justified explanation of the overstep of the  24-month average for these type of cases as well as for  the overall average. Nevertheless, the MAP caseload has increased  substantially, which only regards other cases, as the  caseload for attribution/allocation cases decreased.  The number of pending other MAP cases has doubled,  which may indicate that the competent authority may  not be adequately resourced to cope with this increase,  although additional personnel has been assigned in  recent years and successful steps have been taken to be  able to increase the number of cases closed.","Finland should continue to closely monitor whether the  addition of new staff to the competent authority and the  steps taken to improve the functioning of its competent  authority will further contribute to the resolution of MAP  cases in a timely, efficient and effective manner. This  in particular concerns the acceleration of the resolution  of attribution/allocation cases and being able to cope  with the significant increase in the number of other MAP  cases.",2020,resources_MAP_function
FIN,stage-2,[C.4],-,-,2020,independence_MAP_function
FIN,stage-2,[C.5],-,-,2020,performance_indicators
FIN,stage-2,[C.6],-,-,2020,arbitration_position
FIN,stage-2,[D.1],-,-,2020,implementing_agreements
FIN,stage-2,[D.2],-,-,2020,timely_implementation
FIN,stage-2,[D.3],"13 out of 78 tax treaties contain neither a provision that  is equivalent to Article 25(2), second sentence of the  OECD Model Tax Convention, nor both alternatives  provisions in Article 9(1) and Article 7(2). Of those 13 tax  treaties: •  Five have been modified by the Multilateral Instrument  to include the equivalent of Article 25(2), second  sentence, of the OECD Model Tax Convention. •  Two are expected to be modified by the Multilateral  Instrument to include the equivalent of Article 25(2),  second sentence, of the OECD Model Tax  Convention. •  One is expected to be modified by the Multilateral  Instrument to include the equivalent of Article 25(2),  second sentence, of the OECD Model Tax Convention  once the treaty partner has amended its notifications. •  Five will not be modified by the Multilateral Instrument  to include the required provision. With respect to  these five treaties: -  for two negotiations are envisaged, scheduled or  pending -  for the remaining three no actions have been taken,  but they are included in the plan for renegotiations.","For five of the 13 treaties that have not been or will not  be modified by the Multilateral Instrument to include  the equivalent of Article 25(2), second sentence, of the  OECD Model Tax Convention following its entry into  force to include such equivalent, Finland should: •  continue negotiations to include the required provision  or be willing to accept the inclusion of both alternative  provisions for the two treaties for which such  negotiations are envisaged, scheduled or pending •  also request the inclusion of the required provision  via bilateral negotiations or be willing to accept the  inclusion of both alternative provisions in accordance  with its plan for renegotiations.",2020,implementation_notwithstanding_time_limits
FRA,stage-1,[A.1],"55 tax treaties out of 119 do not contain a provision  equivalent to Article 25 (3), first sentence of the OECD  Model Tax Convention, OECD (2015).","Where treaties do not include the equivalent of  Article 25(3), first sentence, of the OECD Model Tax  Convention, OECD (2015) and will not be amended  by the Multilateral Instrument following its entry into  force to include such equivalent, France should request  the inclusion of the required provision via bilateral  negotiations. Specifically with respect to the treaty with the former  USSR, Yugoslavia and Czechoslovakia, France should,  once it enters into negotiations with the jurisdictions for  which it applies that treaty, request the inclusion of the  required provision. In addition, France should maintain its stated intention  to include the required provision in all future treaties.",2017,treaty_interpretation_clause
FRA,stage-1,[A.2],"No roll-back of APAs will be granted, except in cases  where an adjustment is made and for which the opening  of a mutual agreement procedure can be requested.","In the future, France must ensure that it provides for  roll-back of bilateral APAs (subject to the applicable time  limits) in appropriate cases.",2017,apa_roll_back
FRA,stage-1,[B.1],"38 out of 119 tax treaties do not contain a provision that  is equivalent to Article 25(1) of the OECD Model Tax  Convention, OECD (2015a). Of those 38 tax treaties: •  two treaties do not contain a provision based on  Article 25(1) of the OECD Model Tax Convention,  OECD (2015a); •  four treaties do not incorporate the equivalent to  Article 25(1), first sentence and the timeline to file  such request is shorter than three years as from the  first notification of the action resulting in taxation not  in accordance with the provision of the tax treaty  (2 years for two of them and 6 months for two other); •  19 treaties do not incorporate the equivalent to  Article 25(1), first sentence; and 13 treaties provide that the timeline to file a MAP  request is shorter than three years.","Where treaties do not include the equivalent of  Article 25(1) of the OECD Model Tax Convention, OECD  (2015a) and will not be amended by the Multilateral  Instrument following its entry into force to include such  equivalent, France should request the inclusion of  the required provision via bilateral negotiations. This  concerns both: •  a provision that is equivalent to Article 25(1), first  sentence of the OECD Model Tax Convention, OECD  (2015a) either: a. As amended in the final report of Action 14; or b. As it read prior to the adoption of final report of  Action 14; and •  a provision that allows taxpayers to submit a MAP  request within a period of no less than three years  as from the first notification of the action resulting in  taxation not in accordance with the provision of the  tax treaty. Specifically with respect to the treaty with the former  Yugoslavia, France should, once it enters into  negotiations with the jurisdictions for which it applies  that treaty, request the inclusion of the required  provision. In addition, France should maintain its stated intention  to include the required provision in all future treaties.",2017,domestic_remedies_three_years
FRA,stage-1,[B.2],France has not introduced a notification or bilateral  consultation process prior to the expiration of the  Review Period (whereas it introduced such procedure  thereafter).,France should ensure that it will actually use the  notification process recently introduced to notify the  other competent authority in cases where it considers  that the objection raised in the MAP request is not  justified where the tax treaty does not permit the MAP  request to be submitted to the competent authority of  either contracting state.,2017,request_either_ca
FRA,stage-1,[B.3],-,"As France has thus far granted access to the MAP  in eligible transfer pricing cases, it should continue  granting access for these cases.",2017,access_tp
FRA,stage-1,[B.4],-,"As France has thus far granted access to the MAP in  eligible cases concerning whether the conditions for  the application of a treaty anti-abuse provision have  been met or whether the application of a domestic law  anti-abuse provision is in conflict with the provisions of  a treaty, it should continue granting access for these  cases.",2017,access_anti_abuse
FRA,stage-1,[B.5],-,"As France has thus far granted access to the MAP in  eligible cases, even if there was an audit settlement  between the tax authority and a taxpayer, it should  continue granting access for these cases.",2017,access_audit_settlement
FRA,stage-1,[B.6],-,"As France has thus far not limited access to the MAP  in eligible cases when taxpayers have complied with  France’s information and documentation requirements  for MAP requests, it should continue this practice.",2017,access_information
FRA,stage-1,[B.7],"Nine out of 119 tax treaties do not contain a provision  that is equivalent to Article 25(3), second sentence, of  the OECD Model Tax Convention, OECD (2015a).","Where treaties do not include the equivalent of  Article 25(3), second sentence, of the OECD Model Tax  Convention, OECD (2015a) and will not be amended  by the Multilateral Instrument following its entry into  force to include such equivalent, France should request  the inclusion of the required provision via bilateral  negotiations. In addition, France should maintain its stated intention  to include the required provision in all future treaties.",2017,double_taxation_other_than_treaty
FRA,stage-1,[B.8],"MAP guidance is comprehensive and available, but  some further clarity could be provided. In particular, the  guidance could lead to confusion for cases involving tax  years earlier than six years from the date of the request  since the guidance indicates that such requests “will not  be taken into consideration”, while France accepts to  analyse these cases and starts discussions under the  condition that it will be possible to implement the MAP  agreement likely to result from these discussions.","Although not required by the Action 14 Minimum  Standard, in order to further improve the level of clarity  of its MAP guidance France could consider including in  its MAP guidance specific information on: •  the availability of MAP in cases involving (i) the  application of anti-abuse provisions, (ii) tax years  earlier than six years from the date of the request,  under the condition that it will be possible to implement  the MAP agreement, and (iii) multilateral disputes; •  the possibility to resolve recurring issues through MAP,  even where no tax audit has yet been carried out on  these tax years; and •  an indicative timetable for the implementation of the  MAP agreements.",2017,guidelines_on_access
FRA,stage-1,[B.9],-,"As the French MAP guidance has been easily  accessible and its MAP profile has been published,  France should ensure that future updates of its MAP  guidance are made publically available and easily  accessible. Its MAP profile, published on the shared  public platform, should be updated if needed.",2017,publish_MAP_profile
FRA,stage-1,[B.10],-,-,2017,access_audit_settlement_in_guidelines
FRA,stage-1,[C.1],"18 out of 119 tax treaties do not contain a provision  that is equivalent to Article 25(2), first sentence, of the  OECD Model Tax Convention, OECD (2015a).","Where treaties do not include the equivalent of  Article 25(2), first sentence, of the OECD Model Tax  Convention, OECD (2015a) and will not be amended  by the Multilateral Instrument following its entry into  force to include such equivalent, France should request  the inclusion of the required provision via bilateral  negotiations. Specifically with respect to the treaty with the former  USSR, France should, once it enters into negotiations  with the jurisdictions for which it applies that treaty,  request the inclusion of the required provision. In addition, France should maintain its stated intention  to include the required provision in all future treaties.",2017,treaty_provision_resolution
FRA,stage-1,[C.2],-,"France submitted timely comprehensive MAP statistics and indicated they have been matched with almost all of  its MAP partners. The year 2016 was the first year for which MAP statistics were reported under the new MAP  Statistics Reporting Framework. These statistics were only recently submitted by most jurisdictions that committed  themselves to the implementation of the Action 14 Minimum Standard and some still need to be submitted or  confirmed. Given this state of play, it was not yet possible to assess whether France’s MAP statistics match those  of its treaty partners as reported by the latter. Within the context of the state of play outlined above and in relation to the MAP statistics provided by France it  resolved during the Statistics Reporting Period 28.3% (83 out of 293 cases) of its post-2015 cases in 2.18 months  on average. In that regard, France is recommended to seek to resolve the remaining 71.7% of the post-2015 cases  pending on 31 December 2016 (210 cases) within a timeframe that results in an average timeframe of 24 months for  all post-2015 cases.",2017,resolution_24_months
FRA,stage-1,[C.3],-,"France should continue to closely monitor whether it has  adequate resources in place to ensure that future MAP  cases are resolved in a timely, efficient and effective  manner. Furthermore, as France resolved attribution/allocation  cases in 29.53 months on average during the Statistics  Reporting Period, it could consider devoting additional  resources to the competent authority for the resolution  of these cases.",2017,resources_MAP_function
FRA,stage-1,[C.4],-,"As it has done thus far, France should continue to  ensure that its competent authority has the authority,  and uses that authority in practice, to resolve MAP  cases without being dependent on approval or direction  from the tax administration personnel directly involved  in the adjustments at issue, or being influenced by  considerations of the policy that France would like to  see reflected in future amendments to the treaty.",2017,independence_MAP_function
FRA,stage-1,[C.5],-,"As it has done thus far, France should continue to use  appropriate performance indicators.",2017,performance_indicators
FRA,stage-1,[C.6],-,-,2017,arbitration_position
FRA,stage-1,[D.1],The system used to keep accounting documents  bears the risk that certain MAP agreements will not be  implemented.,"As it has done thus far, France should continue to  implement all MAP agreements reached.",2017,implementing_agreements
FRA,stage-1,[D.2],-,"As it has done thus far, France should ensure that all  future MAP agreements will be implemented on a timely  basis. France’s suggestion for a written notification of all  agreements reached could be implemented.",2017,timely_implementation
FRA,stage-1,[D.3],"40 out of 119 tax treaties do neither contain a provision  that is equivalent to Article 25(2), second sentence of  the OECD Model Tax Convention, OECD (2015), nor  include the alternative provisions in both Article 9(1) and  Article 7(2).","Where treaties do not include the equivalent of Article 25(2),  second sentence, of the OECD Model Tax Convention,  OECD (2015) or the alternatives provided in Article 9(1)  and Article 7(2) and will not be amended by the  Multilateral Instrument following its entry into force to  include such equivalent, France should request the  inclusion of the required provision or the alternatives via  bilateral negotiations. Specifically with respect to the treaty with the former  Czechoslovakia, the former USSR and the former  Yugoslavia France should, once it enters into negotiations  with the jurisdictions for which it applies that treaty,  request the inclusion of the required provision or its  alternatives. In addition, France should maintain its stated intention  to include the required provision or its alternatives in all  future treaties.",2017,implementation_notwithstanding_time_limits
FRA,stage-2,[A.1],"55 out of 120 tax treaties do not contain a provision  equivalent to Article 25(3), first sentence, of the OECD  Model Tax Convention. Of these 55 treaties: •  Ten have been modified by the Multilateral Instrument  to contain the required provision. •  16 are expected to be modified by that instrument to  contain the required provision. •  29 treaties will not be modified by that instrument.  With respect to these 29 treaties: -  For two treaties negotiations have been completed  on the amendment or replacement of the existing  treaty in force. -  Two are included in the list of treaties for which  negotiations are envisaged, scheduled or pending. -  For the remaining 25, the relevant treaty partners  have been or will be contacted or will be notified by  France with a view to have the treaty modified by  the Multilateral Instrument, and where such turns  out not to be possible, France will contact them with  a view to initiate bilateral negotiations.","France should as quickly as possible sign and ratify the new treaties or  amendments to existing treaties to have in place the equivalent of Article 25(3),  first sentence, of the OECD Model Tax Convention in two of the relevant  29 treaties. For 25 of the remaining 27 treaties that will not be modified by the Multilateral  Instrument to include the equivalent of Article 25(3), first sentence, of the  OECD Model Tax Convention, France should: •  continue negotiations with two treaty partners to include the required  provision •  continue to work in accordance with its plan to strive to include the  equivalent of Article 25(3), first sentence, of the OECD Model Tax via the  Multilateral Instrument, in 23 tax treaties and where such turns out not to be  possible, initiate bilateral negotiations. Furthermore, specifically with respect to the treaty with the former USSR that  France continues to apply to Belarus, Kyrgyzstan and Turkmenistan and with  former Yugoslavia that France continues to apply to Bosnia and Herzegovina,  Kosovo, Montenegro and Serbia, France should, once it enters into  negotiations with the jurisdictions for which it applies those treaties, request  the inclusion of the required provision.",2020,treaty_interpretation_clause
FRA,stage-2,[A.2],"No roll-back of APAs will be granted, except in cases  where an adjustment is made and for which the opening  of a mutual agreement procedure can be requested.",France should provide for roll-back of bilateral APAs (subject to the applicable  time limits) in appropriate cases.,2020,apa_roll_back
FRA,stage-2,[B.1],"21 out of 120 tax treaties do not contain a provision that  is equivalent to Article 25(1), first sentence, of the OECD  Model Tax Convention. Of these 21 treaties: •  One has been modified by the Multilateral Instrument  to include the equivalent of Article 25(1), first  sentence, of the OECD Model Tax Convention as  amended by the Action 14 final report. •  Five are expected to be modified by the Multilateral  Instrument to include the equivalent of Article 25(1),  first sentence, of the OECD Model Tax Convention as  amended by the Action 14 final report. •  15 will not be modified by that instrument to include  the required provision. With respect to these treaties: -  For one treaty negotiations have been completed  on the replacement of the existing treaty in force. -  One is included in the list of treaties for which  negotiations are envisaged, scheduled or pending. For the remaining 13, the relevant treaty partners have been  or will be contacted or will be notified by France with a view  to have the treaty modified by the Multilateral Instrument,  and where such turns out not to be possible, France will  contact them with a view to initiate bilateral negotiations.","France should as quickly as possible sign and ratify the new treaty to have in  place the equivalent of Article 25(1), first sentence, of the OECD Model Tax  Convention in one of the relevant 15 treaties. For 13 of the remaining 14 treaties that will not be modified or superseded  by the Multilateral Instrument to include the equivalent of Article 25(1), first  sentence, of the OECD Model Tax Convention, as it read as amended in the  Action 14 final report, France should: •  continue negotiations with one relevant treaty partner to include the  required provision •  continue to work in accordance with its plan to strive to include the  equivalent of Article 25(1), first sentence, of the OECD Model Tax via the  Multilateral Instrument in 12 tax treaties, and where such turns out not to be  possible, initiate bilateral negotiations. In both instances this concerns a provision that is equivalent to Article 25(1),  first sentence, of the OECD Model Tax Convention either: •  as amended in the Action 14 final report; or •  as it read prior to the adoption of the Action 14 final report, thereby including  the full sentence of such provision. Specifically with respect to the treaty with former Yugoslavia that France  continues to apply to Bosnia and Herzegovina, Kosovo, Montenegro and  Serbia, France should, once it enters into negotiations with the jurisdictions for  which it applies those treaties, request the inclusion of the required provision.",2020,domestic_remedies_three_years
FRA,stage-2,[B.1],"13 of 120 tax treaties do not contain a provision that  is equivalent to Article 25(1), second sentence, of the  OECD Model Tax Convention. Of these 13 treaties: •  Five are expected to be modified by the Multilateral  Instrument to include the equivalent of Article 25(1),  second sentence, of the OECD Model Tax Convention. •  Eight will not be modified by that instrument to include  the required provision. With respect to these treaties: -  For one negotiations have been completed on the  replacement of the existing treaty in force. -  One is included in the list of treaties for which  negotiations are envisaged, scheduled or pending. •  For the remaining six, the relevant treaty partners  have been or will be contacted or will be notified by  France with a view to have the treaty modified by the  Multilateral Instrument, and where such turns out not  to be possible, France will contact them with a view to  initiate bilateral negotiations. Four out of 120 tax treaties do not contain a provision  that is equivalent to Article 25(1), first sentence, of the  OECD Model Tax Convention as it read prior to the  adoption of the Action 14 final report or as amended  by that final report, and also the timeline to submit a  MAP request is less than three years as from the first  notification of the action resulting in taxation not in  accordance with the provision of the tax treaty. Of these  four treaties: •  One has been modified by the Multilateral Instrument  to include both the first and second sentence of  Article 25(1) as amended by the Action 14 final report. •  One is expected to be modified by the Multilateral  Instrument to include both the first and second  sentence of Article 25(1) as amended by the Action 14  final report. •  One has been modified by the Multilateral Instrument  to include the second sentence of Article 25(1), but  not as regards the first sentence. •  One is expected to be modified by the Multilateral  Instrument to include the second sentence of  Article 25(1), but not as regards the first sentence. •  With respect to these last two treaties, the relevant  treaty partners have been or will be contacted or will  be notified by France with a view to have the treaty  modified by the Multilateral Instrument, and where  such turns out not to be possible, France will contact  them with a view to initiate bilateral negotiations. Access to MAP can be denied in cases where severe  penalties are imposed and have become final.","France should as quickly as possible sign and ratify the replacement of  the existing treaty to have in place the equivalent of Article 25(1), second  sentence, of the OECD Model Tax Convention in the relevant treaty. For seven of the remaining eight treaties that will not be modified by the  Multilateral Instrument to include the equivalent of Article 25(1), second  sentence, of the OECD Model Tax Convention, France should: •  continue negotiations with one treaty partner to include the required  provision •  continue to work in accordance with its plan to strive to include the  equivalent of Article 25(1), second sentence, of the OECD Model Tax via the  Multilateral Instrument in six tax treaties, and where such turns out not to be  possible, initiate bilateral negotiations. For the two treaties that have not been or will not be modified by the  Multilateral Instrument to include the equivalent of Article 25(1), first sentence,  of the OECD Model Tax Convention, as amended by the Action 14 final report,  France should continue to work in accordance with its plan to strive to include  the required provision via the Multilateral Instrument, and where such turns  out not to be possible, initiate bilateral negotiations. This concerns a provision  that is equivalent to Article 25(1), first sentence of the OECD Model Tax  Convention either: •  as amended in the Action 14 final report; or •  as it read prior to the adoption of the Action 14 final report, thereby including  the full sentence of such provision. France should ensure that taxpayers that meet the requirements of  paragraph 1 of Article 25 of the OECD Model Tax Convention can access the  MAP.",2020,domestic_remedies_three_years
FRA,stage-2,[B.2],-,-,2020,request_either_ca
FRA,stage-2,[B.3],-,-,2020,access_tp
FRA,stage-2,[B.4],-,-,2020,access_anti_abuse
FRA,stage-2,[B.5],-,-,2020,access_audit_settlement
FRA,stage-2,[B.6],-,-,2020,access_information
FRA,stage-2,[B.7],"Ten out of 120 tax treaties do not contain a provision  that is equivalent to Article 25(3), second sentence, of  the OECD Model Tax Convention. Of these ten treaties,  one treaty concerns a tax treaty with a limited scope  of application. With respect to the nine remaining  comprehensive treaties: •  Two have been modified by the Multilateral Instrument  to include the required provision. •  Four are expected to be modified by that instrument to  contain the required provision. •  Three treaties will not be modified by that instrument.  With respect to these three treaties: -  For one treaty negotiations have been completed  on the amendment or replacement of the existing  treaty in force. -  One is included in the list of treaties for which  negotiations are envisaged, scheduled or pending. -  For the remaining one, the relevant treaty partner  has been or will be contacted or will be notified  by France with a view to have the treaty modified  by the Multilateral Instrument, and where such  turns out not to be possible, France will contact  this treaty partner with a view to initiate bilateral  negotiations.","France should as quickly as possible sign and ratify the new treaty or  amendments to existing treaty to have in place the equivalent of Article 25(3),  second sentence, of the OECD Model Tax Convention in one of the relevant  three comprehensive tax treaties For the two remaining comprehensive treaties that will not be modified by  the Multilateral Instrument to include the equivalent of Article 25(3), second  sentence, of the OECD Model Tax Convention, France should continue to work  in accordance with its plan to strive to include the equivalent of Article 25(3),  first sentence, of the OECD Model Tax in these tax treaties via the Multilateral  Instrument, and where such turns out not to be possible, initiate bilateral  negotiations.",2020,double_taxation_other_than_treaty
FRA,stage-2,[B.8],-,-,2020,guidelines_on_access
FRA,stage-2,[B.9],-,-,2020,publish_MAP_profile
FRA,stage-2,[B.10],-,-,2020,access_audit_settlement_in_guidelines
FRA,stage-2,[C.1],"18 out of 120 tax treaties do not contain a provision that  is equivalent to Article 25(2), first sentence, of the OECD  Model Tax Convention. Of these 18 treaties: •  One has been modified by the Multilateral Instrument  to include the required provision. •  Five are expected to be modified by that instrument to  include the required provision. •  12 treaties will not be modified by that instrument.  With respect to these 12 treaties: -  For one treaty negotiations have been completed  on the amendment or replacement of the existing  treaty in force. -  For the remaining 11, the relevant treaty partners  have been or will be contacted or will be notified by  France with a view to have the treaty modified by  the Multilateral Instrument, and where such turns  out not to be possible, France will contact them with  a view to initiate bilateral negotiations.","France should as quickly as possible sign and ratify the new treaties or  amendments to existing treaties to have in place the equivalent of Article 25(2),  first sentence, of the OECD Model Tax Convention in one of the relevant  12 treaties. For 10 of the remaining 11 treaties that will not be modified by the Multilateral  Instrument to include the equivalent of Article 25(2), first sentence, of the  OECD Model Tax Convention, France should continue to work in accordance  with its plan to strive to include the equivalent of Article 25(2), first sentence,  of the OECD Model Tax via the Multilateral Instrument in these tax treaties,  and where such turns out not to be possible, initiate bilateral negotiations.  Specifically with respect to the treaty with the former USSR that France  continues to apply to Belarus, Kyrgyzstan and Turkmenistan, France should,  once it enters into negotiations with the jurisdictions for which it applies that  treaty, request the inclusion of the required provision.",2020,treaty_provision_resolution
FRA,stage-2,[C.2],-,-,2020,resolution_24_months
FRA,stage-2,[C.3],"While the median time taken to close MAP cases is  below 24 months, which is the pursued timeframe  to close post-2015 MAP cases, some peers have  experienced difficulties in resolving MAP cases with  France in a timely, efficient and effective manner, which  in particular concerns: •  the timely submission of position papers •  quicker responses to position papers •  more availability to discuss MAP cases. .This indicates that the competent authority may not be  adequately resourced, although several actions have  been taken to address this in the meantime.","While France has recently taken steps to hire new staff to work with its  competent authority, it should closely monitor whether this will contribute to  the resolution of MAP cases in a timely, effective and efficient manner. This  monitoring in particular concerns, as suggested by peers, whether it will lead  to : •  the timely submission of position papers •  quicker responses to position papers •  more availability to discuss MAP cases.",2020,resources_MAP_function
FRA,stage-2,[C.4],-,-,2020,independence_MAP_function
FRA,stage-2,[C.5],-,-,2020,performance_indicators
FRA,stage-2,[C.6],-,-,2020,arbitration_position
