response,detailed_explanation,links,new_row,iso3c,date,year,short_codes,taxpayer_friendly_answers,action_14,action_14_numbers,category,comb_rate,number_treaties,taxpayer_friendliness
no,-,-,28,CIV,2017-06-27,2017,arbitration_any_treaty,,NA,NA,resolution,25,11,0
no,-,-,29,CIV,2017-06-27,2017,arbitration_constitutional_limit,,NA,NA,resolution,25,11,1
yes,"Aucune exclusion expresse de l’arbitrage comme mode de règlement des différends fiscaux n’est prévue dans notre dispositif. Toutefois, le refus d’inclure des clauses d’arbitrage dans les accords fiscaux est plutôt un choix de politique qui vise à consolider le contrôle de l’Administration sur le contentieux fiscal et sécuriser cette phase de l’impôt.",-,30,CIV,2017-06-27,2017,arbitration_treaty_policy,,NA,NA,resolution,25,11,1
no,-,-,31,CIV,2017-06-27,2017,domestic_remedies_info,,bp,[B.P.10],resolution,25,11,0
n/a,-,-,32,CIV,2017-06-27,2017,domestic_remedies_binding_info,,NA,NA,resolution,25,11,0
yes,Aucune restriction n’existe à ce niveau.,-,33,CIV,2017-06-27,2017,multi_year_resolution,,bp,[B.P.9],resolution,25,11,1
yes,-,"Publications de la DGI 
« Conventions fiscales »",34,CIV,2017-06-27,2017,corresponding_adjustment_all_treaties,,bp,[B.P.12],resolution,25,11,1
no,-,-,35,CIV,2017-06-27,2017,resolution_other_info,,NA,NA,resolution,25,11,NA
no,Pas encore de procédures amiables enregistrées. Les remboursements et imputation des dégrèvements suite aux procédures contentieuses se font dans les délais de droit commun.,-,36,CIV,2017-06-27,2017,additional_tax_timeframe_info,,NA,NA,implementation,25,11,0
no,-,-,37,CIV,2017-06-27,2017,refund_timeframe_info,,NA,NA,implementation,25,11,0
no,"Ni les conventions fiscales en vigueur, ni la législation nationale ne prévoit la possibilité d’appliquer les solutions amiables, malgré l’expiration des délais internes de prescription. Toutefois, cette possibilité sera prévue en ce qui concerne les conventions fiscales couvertes par l’instrument multilatéral du projet BEPS, en cas d’entrée en vigueur de cet instrument en Côte d’Ivoire.","Espace Clearspace du projet 
BEPS 
(Pour les notifications des 
conventions couvertes et les réserves de la Côte d’Ivoire)",38,CIV,2017-06-27,2017,implementation_notwithstanding_time,,min_std_mod,NA,implementation,25,11,0
no,-,-,39,CIV,2017-06-27,2017,implementation_other_info,,NA,NA,implementation,25,11,NA
yes,"Such agreements may be published where they are provide guidance and may be useful to prevent future disputes, and where such publication is agreed by competent authorities.","On 
the  website  of 
the 
Ministry  of  Finance  –  Tax 
Administration  
http://www.porezna-
uprava.hr/HR_publikacije/
Stranice/lista-
misljenja.aspx  
http://www.porezna-
uprava.hr/Stranice/Naslov
nica.aspx",1,HRV,2018-10-22,2018,publication_map_general_nature,,bp,[B.P.2],preventing_disputes,18,68,1
yes,-,"O
Profit tax Act (Article 14.a) 
Consolidated 
text, 
ʺOfficial 
Gazetteʺ 
no. 
177/04, 
90/05, 
57/06, 
146/08, 
80/10, 
22/12, 
148/13, 
143/14, 
50/16, 
115/16 
http://www.porezna-
uprava.hr/en_propisi/_lay
outs/in2.vuk.sp. 
propisi.intranet/propisi.as
px#id=pro133 
rdinance 
on 
the 
procedure  of  concluding APA in the Official Gazette 
No. 42/17 
https://www.porezna-
uprava.hr/hr_propisi/_lay
outs/in2.vuk.sp. 
propisi.intranet/propisi.as
px#id=pro1721",2,HRV,2018-10-22,2018,bil_apa_available,,bp,[B.P.1],preventing_disputes,18,68,1
no,-,-,3,HRV,2018-10-22,2018,bil_apa_roll_back,,NA,NA,preventing_disputes,18,68,0
detailed_explanation,"For all APA cases, the Ordinance on the procedure of concluding APA in the Official Gazette No. 42/17 was published. The Ordinance on the procedure of concluding APA provides more detail on the implementation of the Corporate Income Tax Act, i.e. the procedure and manner, content, duration dates and cost amounts for concluding advance pricing agreements and contractual relations.","Ordinance 
on 
the 
procedure  of  concluding 
APA in the Official Gazette 
No. 42/17 
https://www.porezna-
uprava.hr/hr_propisi/_lay
outs/in2.vuk.sp. 
propisi.intranet/propisi.as
px#id=pro1721",4,HRV,2018-10-22,2018,bil_apa_timeline,,NA,NA,preventing_disputes,18,68,0
yes,"For all APA cases, the Ordinance on the procedure of concluding APA in the Official Gazette No. 42/17 was published. The Ordinance on the procedure of concluding APA provides more detail on the implementation of the Corporate Income Tax Act, i.e. the procedure and manner, content, duration dates and cost amounts for concluding advance pricing agreements and contractual relations.","Ordinance 
on 
the 
procedure  of  concluding 
APA in the Official Gazette 
No. 42/17 
https://www.porezna-
uprava.hr/hr_propisi/_lay
outs/in2.vuk.sp. 
propisi.intranet/propisi.as px#id=pro1721",5,HRV,2018-10-22,2018,bil_apa_info_available,,bp,[B.P.3],preventing_disputes,18,68,1
yes,"For all APA cases, the Ordinance on the procedure of concluding APA in the Official Gazette No. 42/17 was published. The Ordinance on the procedure of concluding APA provides more detail on the implementation of the Corporate Income Tax Act, i.e. the procedure and manner, content, duration dates and cost amounts for concluding advance pricing agreements and contractual relations.","Ordinance 
on 
the 
procedure  of  concluding 
APA in the Official Gazette 
No. 42/17 
https://www.porezna-
uprava.hr/hr_propisi/_lay
outs/in2.vuk.sp. 
propisi.intranet/propisi.as
px#id=pro1721",6,HRV,2018-10-22,2018,bil_apa_fees,,NA,NA,preventing_disputes,18,68,0
yes,Croatia contributes to statistics published by EU Joint Transfer Pricing Forum.,"https://ec.europa.eu/taxa
tion_customs/business/co
mpany-tax/transfer-
pricing-eu-context/joint-
transfer-pricing-forum_en",7,HRV,2018-10-22,2018,bil_apa_statistics,,NA,NA,preventing_disputes,18,68,1
yes,Tax officials involved in the auditing/examination of taxpayers are generally trained to be tax experts. Transfer pricing principles are part of the course that are taught.,-,8,HRV,2018-10-22,2018,training_officials,,bp,[B.P.4],preventing_disputes,18,68,1
no,-,-,9,HRV,2018-10-22,2018,other_info_available,,NA,NA,preventing_disputes,18,68,NA
yes,-,-,10,HRV,2018-10-22,2018,access_tp,,min_std,[B.3],availability_access,18,68,1
yes,-,-,11,HRV,2018-10-22,2018,access_anti_abuse_treaty,,NA,NA,availability_access,18,68,1
yes,-,-,12,HRV,2018-10-22,2018,access_anti_abuse_domestic,,NA,NA,availability_access,18,68,1
yes,-,-,13,HRV,2018-10-22,2018,access_audit_settlement,,min_std_mod,[B.5],availability_access,18,68,1
yes,-,-,14,HRV,2018-10-22,2018,access_taxpayer_adjustment,,bp,[B.P.6],availability_access,18,68,1
no,-,-,15,HRV,2018-10-22,2018,access_other,,NA,NA,availability_access,18,68,1
yes,-,-,16,HRV,2018-10-22,2018,access_domestic_remedies,,NA,NA,availability_access,18,68,1
yes,"A taxpayer can request MAP assistance in situations where a decision has been rendered by a court. However, the competent authority cannot derogate in the MAP from a final court decision.",-,17,HRV,2018-10-22,2018,access_domestic_decision,,NA,NA,availability_access,18,68,1
yes,-,-,18,HRV,2018-10-22,2018,access_info_public,,min_std,[B.6],availability_access,18,68,1
detailed_explanation,"According to the OECD Model Tax Convention on the Income and on Capital of 2017, the taxpayer has to request the initiation of a MAP within three years from the first notification of the action resulting in double taxation. Most of the Croatian DTT contains this time limit of three years. The time limits follow from each individual DTT. However, some of them do not specify a deadline or contain a different time limit. In such cases, it is also in the taxpayers interests to request the initiation of a MAP as quickly as possible.",-,19,HRV,2018-10-22,2018,access_timeline,,NA,NA,availability_access,18,68,0
no,-,-,20,HRV,2018-10-22,2018,guidance_multilateral_map,,bp,[B.P.7],availability_access,18,68,0
no,-,-,21,HRV,2018-10-22,2018,tax_collection_suspended,,bp_mod,NA,availability_access,18,68,0
no,-,-,22,HRV,2018-10-22,2018,access_fees,,NA,NA,availability_access,18,68,1
detailed_explanation,The availability of MAP is mentioned in each individual DTT. MAP’s under EU Arbitration Convention MAP’s under Dispute Resolution Mechanisms Directive 2017/1852.,"http://www.porezna-
uprava.hr/en/EN_porezni
_sustav 
/Pages/double_taxation.a
spx 
https://ec.europa.eu/taxa
tion_customs/business/co
mpany-tax/transfer-
pricing-eu-
context/transfer-pricing-
arbitration-convention_en 
https://ec.europa.eu/taxa
tion_customs/business/co
mpany-tax/resolution-
double-taxation-
disputes_en_en",23,HRV,2018-10-22,2018,access_other_info,,NA,NA,availability_access,18,68,NA
yes,Timeframes can also be found in 2009 Revised Code of Conduct for the Effective Implementation of the EU Arbitration Convention. Also timeframes can be found in Dispute Resolution Mechanisms Directive 2017/1852.,"https://ec.europa.eu/taxa
tion_customs/business/c
ompany-tax/transfer-
pricing-eu-
context/transfer-pricing-
arbitration-
convention_en 
 
https://ec.europa.eu/taxa
tion_customs/business/c
ompany-tax/resolution-
double-taxation-
disputes_en_en",24,HRV,2018-10-22,2018,resolution_timeframes,,min_std,NA,resolution,18,68,1
yes,MAP statistics specifically concerning the application of the EU Arbitration Convention are on an annual basis published on the website of the EU Joint Transfer Pricing Forum. MAP statistics concerning double tax conventions as well as the EU Arbitration Convention are also on an annual basis published on the website of the OECD. This includes information on the average time taken to resolve MAP cases.,"http://ec.europa.eu/taxat
ion_customs 
/taxation/company_tax/t
ransfer_prici 
ng/forum/index_en.htm 
http://www.oecd.org/tax
/dispute/croatia-2016-
mutual-agreement-
procedure-statistics.pdf",25,HRV,2018-10-22,2018,map_statistics,,NA,NA,resolution,18,68,1
no,-,-,26,HRV,2018-10-22,2018,interest_penalties,,NA,NA,resolution,18,68,0
no,-,-,27,HRV,2018-10-22,2018,roles_public,,NA,NA,resolution,18,68,0
yes,Only in the DTT with Italy and Netherlands. For MAP’s under EU Arbitration Convention. For MAP’s under Dispute Resolution Mechanisms Directive 2017/1852.,-,28,HRV,2018-10-22,2018,arbitration_any_treaty,,NA,NA,resolution,18,68,1
no,-,-,29,HRV,2018-10-22,2018,arbitration_constitutional_limit,,NA,NA,resolution,18,68,1
yes,-,-,30,HRV,2018-10-22,2018,arbitration_treaty_policy,,NA,NA,resolution,18,68,1
yes,See the guidance on the access and the use of MAP.,-,31,HRV,2018-10-22,2018,domestic_remedies_info,,bp,[B.P.10],resolution,18,68,1
no,-,-,32,HRV,2018-10-22,2018,domestic_remedies_binding_info,,NA,NA,resolution,18,68,0
yes,"In general yes, but each request is dealt with on a case- by-case basis.",-,33,HRV,2018-10-22,2018,multi_year_resolution,,bp,[B.P.9],resolution,18,68,1
no,"Paragraph 2 of Article 9 of the OECD Model Tax Convention is included in most but not all Croatian DTT. Croatia, nevertheless, grants relief of economic double taxation in the course of MAP with respect to all treaty partners. Croatia is in favour of including paragraph 2 of Article 9 of the OECD Model Tax Convention in its treaties, when possible.",-,34,HRV,2018-10-22,2018,corresponding_adjustment_all_treaties,,bp,[B.P.12],resolution,18,68,0
no,-,-,35,HRV,2018-10-22,2018,resolution_other_info,,NA,NA,resolution,18,68,NA
no,-,-,36,HRV,2018-10-22,2018,additional_tax_timeframe_info,,NA,NA,implementation,18,68,0
no,-,-,37,HRV,2018-10-22,2018,refund_timeframe_info,,NA,NA,implementation,18,68,0
no,It depends on the text of the DTT. If the sentence “Any agreement reached shall be implemented notwithstanding any time limits in the domestic law of the Contracting States.” is not included in the text of the DTT we respect domestic time limits.,-,38,HRV,2018-10-22,2018,implementation_notwithstanding_time,,min_std_mod,NA,implementation,18,68,0
no,-,-,39,HRV,2018-10-22,2018,implementation_other_info,,NA,NA,implementation,18,68,NA
no,"Curaçao has 2 agreements in force. One with the Netherlands (previously called BRK, renewed as of 1 January 2016 and called since then BRNC) and one with Norway. Curaçao never experienced difficulties in connection with the interpretation or application of the tax treaties.",-,1,CUW,2019-04-01,2019,publication_map_general_nature,,bp,[B.P.2],preventing_disputes,22,1,0
no,-,-,2,CUW,2019-04-01,2019,bil_apa_available,,bp,[B.P.1],preventing_disputes,22,1,0
n/a,-,-,3,CUW,2019-04-01,2019,bil_apa_roll_back,,NA,NA,preventing_disputes,22,1,0
n/a,-,-,4,CUW,2019-04-01,2019,bil_apa_timeline,,NA,NA,preventing_disputes,22,1,0
n/a,-,--,5,CUW,2019-04-01,2019,bil_apa_info_available,,bp,[B.P.3],preventing_disputes,22,1,0
n/a,-,-,6,CUW,2019-04-01,2019,bil_apa_fees,,NA,NA,preventing_disputes,22,1,0
n/a,-,-,7,CUW,2019-04-01,2019,bil_apa_statistics,,NA,NA,preventing_disputes,22,1,0
yes,Tax inspectors receive regular training and have internal tax technical meetings on tax matters in general and tax treaty matters.,-,8,CUW,2019-04-01,2019,training_officials,,bp,[B.P.4],preventing_disputes,22,1,1
no,-,-,9,CUW,2019-04-01,2019,other_info_available,,NA,NA,preventing_disputes,22,1,NA
yes,-,-,10,CUW,2019-04-01,2019,access_tp,,min_std,[B.3],availability_access,22,1,1
yes,-,-,11,CUW,2019-04-01,2019,access_anti_abuse_treaty,,NA,NA,availability_access,22,1,1
yes,"In principle, domestic anti-abuse provisions are dealt with based on the domestic legislation and judicial proceedings. However, the above mentioned should not restrict access to the MAP.",-,12,CUW,2019-04-01,2019,access_anti_abuse_domestic,,NA,NA,availability_access,22,1,1
yes,-,-,13,CUW,2019-04-01,2019,access_audit_settlement,,min_std_mod,[B.5],availability_access,22,1,1
yes,-,-,14,CUW,2019-04-01,2019,access_taxpayer_adjustment,,bp,[B.P.6],availability_access,22,1,1
no,-,-,15,CUW,2019-04-01,2019,access_other,,NA,NA,availability_access,22,1,1
yes,"The formal initiation of the MAP, in principle, is dependent on the finalization of domestic judicial/administrative proceedings. In practice, however, Curaçao will initiate the mutual agreement procedure simultaneously with pending domestic available remedies.",-,16,CUW,2019-04-01,2019,access_domestic_remedies,,NA,NA,availability_access,22,1,1
yes,NA,-,17,CUW,2019-04-01,2019,access_domestic_decision,,NA,NA,availability_access,22,1,1
no,-,-,18,CUW,2019-04-01,2019,access_info_public,,min_std,[B.6],availability_access,22,1,0
yes,"The double tax conventions Curaçao has entered into generally adhere to the three year filing deadline for a request for mutual agreement procedure as provided in article 25, paragraph 1, of the OECD Model Convention.",-,19,CUW,2019-04-01,2019,access_timeline,,NA,NA,availability_access,22,1,0
yes,-,"http://www.minfin.cw/files/BE
BS_MAP/Mutual_Agreement_
Procedure__MAP__ENG.pdf 
 
This is also available in Dutch: 
http://www.minfin.cw/files/BE
BS_MAP/De_Internationale_o
nderlinge_overlegprocedure__
MAP__NL.pdf",20,CUW,2019-04-01,2019,guidance_multilateral_map,,bp,[B.P.7],availability_access,22,1,1
no,"Upon request of a taxpayer, the collection procedures may be suspended during the period a MAP case is pending.",-,21,CUW,2019-04-01,2019,tax_collection_suspended,,bp_mod,NA,availability_access,22,1,0
no,-,-,22,CUW,2019-04-01,2019,access_fees,,NA,NA,availability_access,22,1,1
no,-,-,23,CUW,2019-04-01,2019,access_other_info,,NA,NA,availability_access,22,1,NA
no,"Curaçao does not have any model timeframes regarding the steps to be taken by our competent authority from receipt of a MAP case. However, in according with the BEPS action 14 standard, Curaçao seeks to resolve MAP cases within an average timeframe of 24 months.",-,24,CUW,2019-04-01,2019,resolution_timeframes,,min_std,NA,resolution,22,1,0
no,-,-,25,CUW,2019-04-01,2019,map_statistics,,NA,NA,resolution,22,1,0
yes,-,-,26,CUW,2019-04-01,2019,interest_penalties,,NA,NA,resolution,22,1,1
no,-,-,27,CUW,2019-04-01,2019,roles_public,,NA,NA,resolution,22,1,0
no,"Currently MAP arbitration is not available in the agreement with Norway. However, it is available in the agreement with the Netherlands. For the future Curaçao has the policy to incorporate an arbitration clause – based on article 25(5) of the OECD Model Convention – in all of its double tax convention. This of course in dialogue with the treaty partner.",-,28,CUW,2019-04-01,2019,arbitration_any_treaty,,NA,NA,resolution,22,1,0
no,-,-,29,CUW,2019-04-01,2019,arbitration_constitutional_limit,,NA,NA,resolution,22,1,1
yes,-,-,30,CUW,2019-04-01,2019,arbitration_treaty_policy,,NA,NA,resolution,22,1,1
no,-,-,31,CUW,2019-04-01,2019,domestic_remedies_info,,bp,[B.P.10],resolution,22,1,0
NA,-,-,32,CUW,2019-04-01,2019,domestic_remedies_binding_info,,NA,NA,resolution,22,1,0
yes,-,-,33,CUW,2019-04-01,2019,multi_year_resolution,,bp,[B.P.9],resolution,22,1,1
no,"The tax treaty with Norway is an older convention which does not include this provision. However, Curaçao believes that corresponding adjustment should be granted even in the absence equivalent of article 9, paragraph 2, of the OECD Model Convention. Corresponding adjustments should be granted following the application of the mutual agreement procedure of article 25 of the OECD Model Convention.",-,34,CUW,2019-04-01,2019,corresponding_adjustment_all_treaties,,bp,[B.P.12],resolution,22,1,0
no,-,-,35,CUW,2019-04-01,2019,resolution_other_info,,NA,NA,resolution,22,1,NA
no,-,-,36,CUW,2019-04-01,2019,additional_tax_timeframe_info,,NA,NA,implementation,22,1,0
no,-,-,37,CUW,2019-04-01,2019,refund_timeframe_info,,NA,NA,implementation,22,1,0
yes,"Both BRNC and the Treaty with Norway includes this, in accordance with the last sentence of article 25, paragraph 2 of the OECD Model Convention.",-,38,CUW,2019-04-01,2019,implementation_notwithstanding_time,,min_std_mod,NA,implementation,22,1,1
no,-,-,39,CUW,2019-04-01,2019,implementation_other_info,,NA,NA,implementation,22,1,NA
no,"Curaçao has 3 double tax conventions/agreements in force. One with the Netherlands (called “BRNC”), one with Aruba and Sint Martin (called “BRK”) and one with Norway. Curaçao never experienced difficulties in connection with the interpretation or application of the tax treaties.",-,1,CUW,2021-03-25,2021,publication_map_general_nature,,bp,[B.P.2],preventing_disputes,22,1,0
no,-,-,2,CUW,2021-03-25,2021,bil_apa_available,,bp,[B.P.1],preventing_disputes,22,1,0
n/a,-,-,3,CUW,2021-03-25,2021,bil_apa_roll_back,,NA,NA,preventing_disputes,22,1,0
n/a,-,-,4,CUW,2021-03-25,2021,bil_apa_timeline,,NA,NA,preventing_disputes,22,1,0
n/a,-,--,5,CUW,2021-03-25,2021,bil_apa_info_available,,bp,[B.P.3],preventing_disputes,22,1,0
n/a,-,-,6,CUW,2021-03-25,2021,bil_apa_fees,,NA,NA,preventing_disputes,22,1,0
n/a,-,-,7,CUW,2021-03-25,2021,bil_apa_statistics,,NA,NA,preventing_disputes,22,1,0
yes,Tax officials receive regular training and have internal tax technical meetings on tax matters in general and tax treaty matters.,-,8,CUW,2021-03-25,2021,training_officials,,bp,[B.P.4],preventing_disputes,22,1,1
no,-,-,9,CUW,2021-03-25,2021,other_info_available,,NA,NA,preventing_disputes,22,1,NA
yes,-,-,10,CUW,2021-03-25,2021,access_tp,,min_std,[B.3],availability_access,22,1,1
yes,-,-,11,CUW,2021-03-25,2021,access_anti_abuse_treaty,,NA,NA,availability_access,22,1,1
yes,"In principle, domestic anti-abuse provisions are dealt with based on the domestic legislation and judicial proceedings. However, the above mentioned should not restrict access to the MAP.",-,12,CUW,2021-03-25,2021,access_anti_abuse_domestic,,NA,NA,availability_access,22,1,1
yes,-,-,13,CUW,2021-03-25,2021,access_audit_settlement,,min_std_mod,[B.5],availability_access,22,1,1
yes,-,-,14,CUW,2021-03-25,2021,access_taxpayer_adjustment,,bp,[B.P.6],availability_access,22,1,1
no,-,-,15,CUW,2021-03-25,2021,access_other,,NA,NA,availability_access,22,1,1
yes,"The formal initiation of the MAP, in principle, is dependent on the finalization of domestic judicial/administrative proceedings. In practice, however, Curaçao will initiate the mutual agreement procedure simultaneously with pending domestic available remedies.",-,16,CUW,2021-03-25,2021,access_domestic_remedies,,NA,NA,availability_access,22,1,1
yes,NA,-,17,CUW,2021-03-25,2021,access_domestic_decision,,NA,NA,availability_access,22,1,1
no,-,-,18,CUW,2021-03-25,2021,access_info_public,,min_std,[B.6],availability_access,22,1,0
yes,"The double tax conventions Curaçao has entered into generally adhere to the three year filing deadline for a request for mutual agreement procedure as provided in article 25, paragraph 1, of the OECD Model Convention.",-,19,CUW,2021-03-25,2021,access_timeline,,NA,NA,availability_access,22,1,0
yes,-,"MAP-guidelines_updated-in-
2020.pdf (minfin.cw) 
 
This is also available in Dutch: 
 
MAP-richtlijnen_ge-update-in-
2020.pdf (minfin.cw)",20,CUW,2021-03-25,2021,guidance_multilateral_map,,bp,[B.P.7],availability_access,22,1,1
no,"Upon request of a taxpayer, the collection procedures may be suspended during the period a MAP case is pending.",-,21,CUW,2021-03-25,2021,tax_collection_suspended,,bp_mod,NA,availability_access,22,1,0
no,-,-,22,CUW,2021-03-25,2021,access_fees,,NA,NA,availability_access,22,1,1
no,-,-,23,CUW,2021-03-25,2021,access_other_info,,NA,NA,availability_access,22,1,NA
no,"Curaçao does not have any model timeframes regarding the steps to be taken by our competent authority from receipt of a MAP case. However, in according with the BEPS action 14 standard, Curaçao seeks to resolve MAP cases within an average timeframe of 24 months.",-,24,CUW,2021-03-25,2021,resolution_timeframes,,min_std,NA,resolution,22,1,0
no,-,-,25,CUW,2021-03-25,2021,map_statistics,,NA,NA,resolution,22,1,0
yes,-,-,26,CUW,2021-03-25,2021,interest_penalties,,NA,NA,resolution,22,1,1
no,Curacao does not have a separate MAP office. MAP requests are being handled by the office of Fiscal Affairs.,-,27,CUW,2021-03-25,2021,roles_public,,NA,NA,resolution,22,1,0
no,"Currently MAP arbitration is not available in the agreement with Norway. However, it is available in the agreement with the Netherlands. For the future Curaçao has the policy to incorporate an arbitration clause – based on article 25(5) of the OECD Model Convention – in all of its double tax convention. This of course in dialogue with the treaty partner.",-,28,CUW,2021-03-25,2021,arbitration_any_treaty,,NA,NA,resolution,22,1,0
no,-,-,29,CUW,2021-03-25,2021,arbitration_constitutional_limit,,NA,NA,resolution,22,1,1
yes,-,-,30,CUW,2021-03-25,2021,arbitration_treaty_policy,,NA,NA,resolution,22,1,1
no,We refer to our publicly available guidance (see question 15).,-,31,CUW,2021-03-25,2021,domestic_remedies_info,,bp,[B.P.10],resolution,22,1,0
NA,We refer to our publicly available guidance (see question 15).,-,32,CUW,2021-03-25,2021,domestic_remedies_binding_info,,NA,NA,resolution,22,1,0
yes,-,-,33,CUW,2021-03-25,2021,multi_year_resolution,,bp,[B.P.9],resolution,22,1,1
no,"The tax treaty with Norway is an older convention which does not include this provision. However, Curaçao believes that corresponding adjustment should be granted even in the absence equivalent of article 9, paragraph 2, of the OECD Model Convention. Corresponding adjustments should be granted following the application of the mutual agreement procedure of article 25 of the OECD Model Convention.",-,34,CUW,2021-03-25,2021,corresponding_adjustment_all_treaties,,bp,[B.P.12],resolution,22,1,0
no,-,-,35,CUW,2021-03-25,2021,resolution_other_info,,NA,NA,resolution,22,1,NA
no,-,-,36,CUW,2021-03-25,2021,additional_tax_timeframe_info,,NA,NA,implementation,22,1,0
no,-,-,37,CUW,2021-03-25,2021,refund_timeframe_info,,NA,NA,implementation,22,1,0
yes,"Both BRNC and the Treaty with Norway includes this, in accordance with the last sentence of article 25, paragraph 2 of the OECD Model Convention.",-,38,CUW,2021-03-25,2021,implementation_notwithstanding_time,,min_std_mod,NA,implementation,22,1,1
no,-,-,39,CUW,2021-03-25,2021,implementation_other_info,,NA,NA,implementation,22,1,NA
no,"Curaçao has 3 double tax conventions/agreements in force. One with the Netherlands (called “BRNC”), one with Aruba and Sint Martin (called “BRK”) and one with Norway. Curaçao never experienced difficulties in connection with the interpretation or application of the tax treaties.",-,1,CUW,2021-07-21,2021,publication_map_general_nature,,bp,[B.P.2],preventing_disputes,22,1,0
no,-,-,2,CUW,2021-07-21,2021,bil_apa_available,,bp,[B.P.1],preventing_disputes,22,1,0
n/a,-,-,3,CUW,2021-07-21,2021,bil_apa_roll_back,,NA,NA,preventing_disputes,22,1,0
n/a,-,-,4,CUW,2021-07-21,2021,bil_apa_timeline,,NA,NA,preventing_disputes,22,1,0
n/a,-,--,5,CUW,2021-07-21,2021,bil_apa_info_available,,bp,[B.P.3],preventing_disputes,22,1,0
n/a,-,-,6,CUW,2021-07-21,2021,bil_apa_fees,,NA,NA,preventing_disputes,22,1,0
n/a,-,-,7,CUW,2021-07-21,2021,bil_apa_statistics,,NA,NA,preventing_disputes,22,1,0
yes,Tax officials receive regular training and have internal tax technical meetings on tax matters in general and tax treaty matters.,-,8,CUW,2021-07-21,2021,training_officials,,bp,[B.P.4],preventing_disputes,22,1,1
no,-,-,9,CUW,2021-07-21,2021,other_info_available,,NA,NA,preventing_disputes,22,1,NA
yes,"Article 25 OECD Model Convention, or its equivalent incorporated in double tax conventions Curaçao has entered into, covers transfer pricing cases. This is mentioned in paragraph 2 of the MAP guidelines.","Available 
in  Dutch  and 
English: 
https://minfin.cw/beps-
ami-map/",10,CUW,2021-07-21,2021,access_tp,,min_std,[B.3],availability_access,22,1,1
yes,-,-,11,CUW,2021-07-21,2021,access_anti_abuse_treaty,,NA,NA,availability_access,22,1,1
yes,"In principle, domestic anti-abuse provisions are dealt with based on the domestic legislation and judicial proceedings. However, the above mentioned should not restrict access to the MAP.",-,12,CUW,2021-07-21,2021,access_anti_abuse_domestic,,NA,NA,availability_access,22,1,1
yes,This is explained in paragraph 9 of the MAP- guidelines,"Available 
in  Dutch  and 
English: 
https://minfin.cw/beps-
ami-map/",13,CUW,2021-07-21,2021,access_audit_settlement,,min_std_mod,[B.5],availability_access,22,1,1
yes,-,-,14,CUW,2021-07-21,2021,access_taxpayer_adjustment,,bp,[B.P.6],availability_access,22,1,1
no,-,-,15,CUW,2021-07-21,2021,access_other,,NA,NA,availability_access,22,1,1
yes,"The formal initiation of the MAP, in principle, is dependent on the finalization of domestic judicial/administrative proceedings. In practice, however, Curaçao will initiate the mutual agreement procedure simultaneously with pending domestic available remedies. We further refer to paragraph 8 of the Map-guidelines.","Available 
in  Dutch  and 
English: 
https://minfin.cw/beps-
ami-map/",16,CUW,2021-07-21,2021,access_domestic_remedies,,NA,NA,availability_access,22,1,1
yes,"The formal initiation of the MAP, in principle, is dependent on the finalization of domestic judicial/administrative proceedings so after judicial and administrative remedies provided has been fully exhausted. We further refer to paragraph 8 of the Map-guidelines.","Available in Dutch and English: 
https://minfin.cw/beps-ami-
map/",17,CUW,2021-07-21,2021,access_domestic_decision,,NA,NA,availability_access,22,1,1
no,Annex A of the MAP-guidelines includes a detailed list of information a taxpayer should include in its request for a mutual agreement procedure.,"Available in Dutch and English: 
https://minfin.cw/beps-ami-
map/",18,CUW,2021-07-21,2021,access_info_public,,min_std,[B.6],availability_access,22,1,0
yes,"The double tax conventions Curaçao has entered into generally adhere to the three year filing deadline for a request for mutual agreement procedure as provided in article 25, paragraph 1, of the OECD Model Convention.","Available in Dutch and English: 
https://minfin.cw/beps-ami-
map/",19,CUW,2021-07-21,2021,access_timeline,,NA,NA,availability_access,22,1,0
no,"Curaçao allows multilateral mutual agreement procedures under the equivalent of article 25 of the OECD Model Convention, but has no specific guidance available on this subject.",-,20,CUW,2021-07-21,2021,guidance_multilateral_map,,bp,[B.P.7],availability_access,22,1,0
no,"Upon request of a taxpayer, the collection procedures may be suspended during the period a MAP case is pending. This, however, only if it is Curaçao that caused the (potential) double taxation. We refer to paragraph 16 of the MAP-guidelines.","Available in Dutch and English: 
https://minfin.cw/beps-ami-
map/",21,CUW,2021-07-21,2021,tax_collection_suspended,,bp_mod,NA,availability_access,22,1,0
no,-,-,22,CUW,2021-07-21,2021,access_fees,,NA,NA,availability_access,22,1,1
no,-,-,23,CUW,2021-07-21,2021,access_other_info,,NA,NA,availability_access,22,1,NA
yes,"Paragraph 11 of the Map-guidelines sets a targeted timeframe to conduct MAP procedures in according with the BEPS action 14 standard, Curaçao seeks to resolve MAP cases within an average timeframe of 24 months, including the steps to be taken.","Available 
in  Dutch  and 
English: 
https://minfin.cw/beps-
ami-map/",24,CUW,2021-07-21,2021,resolution_timeframes,,min_std,NA,resolution,22,1,1
yes,MAP statistics concerning double tax convention are on an annual basis published on the website of the OECD.,"https://www.oecd.org/t
ax/dispute/2019-map-
statistics-curaçao.pdf",25,CUW,2021-07-21,2021,map_statistics,,NA,NA,resolution,22,1,1
